key,city,competition,date,gender,match_type,neutral_venue,overs,player_of_match,venue
t20s1167,Dundee,,2019-09-07,female,T20,,20.0,Sanjida Islam,Forthill
t20s1168,Arbroath,,2019-09-07,female,T20,,20.0,S Ramautar,Lochlands
t20s1169,Dundee,,2019-09-07,female,T20,,20.0,KJ Garth,Forthill
t20s1170,Kigali City,,2019-09-07,female,T20,,20.0,S Sunday,Gahanga International Cricket Stadium. Rwanda
t20s1171,Dhaka,,2019-09-13,male,T20,,20.0,Afif Hossain,"Shere Bangla National Stadium, Mirpur"
t20s1172,Bridgetown,,2019-09-14,female,T20,,20.0,MM Lanning,"Kensington Oval, Barbados"
t20s1173,Dhaka,,2019-09-14,male,T20,,20.0,Najibullah Zadran,"Shere Bangla National Stadium, Mirpur"
t20s1174,Dhaka,,2019-09-15,male,T20,,20.0,Mohammad Nabi,"Shere Bangla National Stadium, Mirpur"
t20s1175,Dublin,,2019-09-16,male,T20,,20.0,HG Munsey,"The Village, Malahide"
t20s1176,Bridgetown,,2019-09-16,female,T20,,20.0,AJ Healy,"Kensington Oval, Barbados"
t20s1177,Dublin,,2019-09-17,male,T20,,20.0,A Balbirnie,"The Village, Malahide"
t20s1178,Dublin,,2019-09-18,male,T20,,20.0,BN Cooper,"The Village, Malahide"
t20s1179,Bridgetown,,2019-09-18,female,T20,,20.0,JL Jonassen,"Kensington Oval, Barbados"
