decision,winner,key,uncontested
bat,Gambia,t20s03770,
bat,Myanmar,t20s03771,
bat,Singapore,t20s03772,
bat,Bulgaria,t20s03773,
bat,Myanmar,t20s03774,
field,Uganda,t20s03775,
bat,Kuwait,t20s03776,
bat,Singapore,t20s03777,
bat,Rwanda,t20s03778,
bat,Bahrain,t20s03779,
bat,Kuwait,t20s03780,
bat,Kenya,t20s03781,
bat,Rwanda,t20s03782,
bat,Kenya,t20s03783,
bat,Kenya,t20s03784,
bat,Mongolia,t20s03785,
bat,Myanmar,t20s03786,
field,South Africa,t20s03787,
bat,Myanmar,t20s03788,
field,Hong Kong,t20s03789,
bat,New Zealand,t20s03790,
bat,Myanmar,t20s03791,
bat,Mongolia,t20s03792,
field,England,t20s03793,
field,Myanmar,t20s03794,
field,Hong Kong,t20s03795,
field,England,t20s03796,
field,South Africa,t20s03797,
field,Sri Lanka,t20s03798,
field,Myanmar,t20s03799,
field,South Africa,t20s03800,
field,Oman,t20s03801,
bat,Myanmar,t20s03802,
field,Oman,t20s03803,
field,England,t20s03804,
field,Pakistan,t20s03805,
field,Indonesia,t20s03806,
bat,India,t20s03807,
field,Mexico,t20s03808,
field,Mexico,t20s03809,
bat,Australia,t20s03810,
field,West Indies,t20s03811,
field,Oman,t20s03812,
bat,Myanmar,t20s03813,
field,Mexico,t20s03814,
field,England,t20s03815,
bat,Indonesia,t20s03816,
bat,Pakistan,t20s03817,
field,Saudi Arabia,t20s03818,
field,Qatar,t20s03819,
bat,Myanmar,t20s03820,
field,Bhutan,t20s03821,
field,Cambodia,t20s03822,
field,Qatar,t20s03823,
bat,United Arab Emirates,t20s03824,
field,United Arab Emirates,t20s03825,
bat,Bahrain,t20s03826,
field,Bhutan,t20s03827,
field,Bhutan,t20s03828,
bat,United Arab Emirates,t20s03829,
bat,Qatar,t20s03830,
bat,Botswana,t20s03831,
bat,Sierra Leone,t20s03832,
bat,Nigeria,t20s03833,
bat,Nigeria,t20s03834,
bat,Eswatini,t20s03835,
bat,Sierra Leone,t20s03836,
field,England,t20s03837,
field,Bahrain,t20s03838,
field,Saudi Arabia,t20s03839,
bat,Thailand,t20s03840,
bat,Eswatini,t20s03841,
field,Saudi Arabia,t20s03842,
field,Cambodia,t20s03843,
bat,United Arab Emirates,t20s03844,
field,Sierra Leone,t20s03845,
field,Botswana,t20s03846,
field,South Africa,t20s03847,
field,Sierra Leone,t20s03848,
bat,St Helena,t20s03849,
bat,Ivory Coast,t20s03850,
bat,Nigeria,t20s03851,
bat,Sierra Leone,t20s03852,
field,Cambodia,t20s03853,
bat,Bahrain,t20s03854,
field,Qatar,t20s03855,
bat,Ivory Coast,t20s03856,
field,England,t20s03857,
bat,Pakistan,t20s03858,
field,Argentina,t20s03859,
bat,Zimbabwe,t20s03860,
field,Thailand,t20s03861,
field,China,t20s03862,
bat,Bahrain,t20s03863,
field,Botswana,t20s03864,
bat,Rwanda,t20s03865,
field,Rwanda,t20s03866,
field,Botswana,t20s03867,
bat,Thailand,t20s03868,
bat,China,t20s03869,
bat,Ireland,t20s03870,
bat,Pakistan,t20s03871,
field,Qatar,t20s03872,
bat,Panama,t20s03873,
bat,Bahamas,t20s03874,
bat,Nigeria,t20s03875,
field,Rwanda,t20s03876,
field,Rwanda,t20s03877,
bat,Nigeria,t20s03878,
bat,Cayman Islands,t20s03879,
field,Belize,t20s03880,
bat,Bermuda,t20s03881,
field,Qatar,t20s03882,
bat,Ireland,t20s03883,
bat,Mexico,t20s03884,
bat,Hong Kong,t20s03885,
bat,Thailand,t20s03886,
field,China,t20s03887,
bat,Thailand,t20s03888,
field,Qatar,t20s03889,
bat,Panama,t20s03890,
bat,Bahamas,t20s03891,
bat,Suriname,t20s03892,
bat,Cayman Islands,t20s03893,
bat,Rwanda,t20s03894,
field,Uganda,t20s03895,
field,Botswana,t20s03896,
field,Ireland,t20s03897,
bat,Nigeria,t20s03898,
bat,South Africa,t20s03899,
field,Suriname,t20s03900,
field,Belize,t20s03901,
bat,Mexico,t20s03902,
bat,Panama,t20s03903,
field,Namibia,t20s03904,
bat,Mexico,t20s03905,
bat,Bahamas,t20s03906,
field,Brazil,t20s03907,
bat,Suriname,t20s03908,
field,Nigeria,t20s03909,
field,Botswana,t20s03910,
bat,Botswana,t20s03911,
field,Rwanda,t20s03912,
field,Belize,t20s03913,
field,Mexico,t20s03914,
bat,Panama,t20s03915,
field,Namibia,t20s03916,
bat,Bahamas,t20s03917,
bat,Pakistan,t20s03918,
bat,Nigeria,t20s03919,
bat,Uganda,t20s03920,
bat,Bahrain,t20s03921,
field,Kuwait,t20s03922,
field,Qatar,t20s03923,
field,Kuwait,t20s03924,
bat,Nigeria,t20s03925,
bat,Bahamas,t20s03926,
bat,Panama,t20s03927,
bat,Cayman Islands,t20s03928,
field,Mexico,t20s03929,
field,Mexico,t20s03930,
field,Saudi Arabia,t20s03931,
field,Oman,t20s03932,
bat,Bermuda,t20s03933,
field,Jersey,t20s03934,
bat,Brazil,t20s03935,
field,West Indies,t20s03936,
field,West Indies,t20s03937,
field,Argentina,t20s03938,
field,Jersey,t20s03939,
bat,Bermuda,t20s03940,
bat,Bahamas,t20s03941,
bat,Belize,t20s03942,
field,Brazil,t20s03943,
field,Bahrain,t20s03944,
bat,United Arab Emirates,t20s03945,
field,Bahrain,t20s03946,
field,West Indies,t20s03947,
field,West Indies,t20s03948,
field,Kuwait,t20s03949,
bat,United Arab Emirates,t20s03950,
field,Saudi Arabia,t20s03951,
field,West Indies,t20s03952,
bat,Bangladesh,t20s03953,
field,United Arab Emirates,t20s03954,
field,Qatar,t20s03955,
bat,Oman,t20s03956,
bat,United Arab Emirates,t20s03957,
field,Myanmar,t20s03958,
field,Bhutan,t20s03959,
field,Philippines,t20s03960,
bat,Bhutan,t20s03961,
bat,Philippines,t20s03962,
field,Philippines,t20s03963,
field,Myanmar,t20s03964,
field,Sri Lanka,t20s03965,
field,Sri Lanka,t20s03966,
field,New Zealand,t20s03967,
field,England,t20s03968,
field,India,t20s03969,
field,England,t20s03970,
bat,Australia,t20s03971,
field,India,t20s03972,
bat,Bangladesh,t20s03973,
field,India,t20s03974,
field,Bangladesh,t20s03975,
field,Nepal,t20s03976,
field,England,t20s03977,
field,West Indies,t20s03978,
bat,Netherlands,t20s03979,
bat,Nepal,t20s03980,
bat,Netherlands,t20s03981,
field,England,t20s03982,
field,Netherlands,t20s03983,
field,Malta,t20s03984,
field,Austria,t20s03985,
bat,Thailand,t20s03986,
bat,Hungary,t20s03987,
bat,Malta,t20s03988,
bat,Nepal,t20s03989,
field,Austria,t20s03990,
field,Hungary,t20s03991,
bat,Thailand,t20s03992,
bat,Nepal,t20s03993,
field,Indonesia,t20s03994,
field,United States of America,t20s03995,
field,Bahrain,t20s03996,
field,United States of America,t20s03997,
field,Ireland,t20s03998,
field,Indonesia,t20s03999,
field,Zimbabwe,t20s04000,
field,Indonesia,t20s04001,
bat,Oman,t20s04002,
bat,Indonesia,t20s04003,
field,Ireland,t20s04004,
field,Singapore,t20s04005,
bat,Singapore,t20s04006,
bat,Singapore,t20s04007,
bat,Singapore,t20s04008,
